"","source","target","mor"
"39870","STAT3","RHO",-1
"39871","STAT3","CYBB",1
"39872","STAT3","ITGB2",1
"39873","STAT3","TF",1
"39874","STAT3","KRT13",1
"39875","STAT3","PIM3",1
"39876","STAT3","ACTG2",1
"39877","STAT3","ENO2",1
"39878","STAT3","CXCL10",1
"39879","STAT3","TSPO",1
"39880","STAT3","C4BPB",1
"39881","STAT3","SLC18A3",1
"39882","STAT3","TLR9",1
"39883","STAT3","GABPA",1
"39884","STAT3","LCN2",1
"39885","STAT3","GATA4",1
"39886","STAT3","TRPC6",1
"39887","STAT3","EED",1
"39888","STAT3","KLF4",1
"39889","STAT3","SERPINB6",1
"39890","STAT3","FASN",1
"39891","STAT3","APCS",1
"39892","STAT3","CCR5",1
"39893","STAT3","PPARGC1A",-1
"39894","STAT3","POU5F1",1
"39895","STAT3","SFRP4",1
"39896","STAT3","SLC2A2",1
"39897","STAT3","RPAP1",1
"39898","STAT3","XAF1",1
"39899","STAT3","NOTCH1",1
"39900","STAT3","CHAT",1
"39901","STAT3","TLR4",1
"39902","STAT3","FZD1",1
"39903","STAT3","SCGB3A1",1
"39904","STAT4","CD8A",1
"39905","STAT4","IL12RB2",1
"39906","STAT4","NOS2",1
"39907","STAT4","IL13",1
"39908","STAT4","IL17A",1
"39909","STAT5A","CEBPA",1
"39910","STAT5A","MAPK8",1
"39911","STAT5A","MYC",1
"39912","STAT5A","CCL1",1
"39913","STAT5A","CCL8",1
"39914","STAT5A","PTTG1",1
"39915","STAT5A","NR3C2",-1
"39916","STAT5A","SCGB3A1",1
"39917","STAT5B","FGF2",1
"39918","STAT5B","CYP8B1",1
"39919","STAT5B","CD4",1
"39920","STAT5B","HSPB1",1
"39921","STAT5B","AKR1C1",1
"39922","STAT5B","SERPINB6",1
"39923","STAT6","IL13RA2",1
"39924","STAT6","IRS2",1
"39925","STAT6","IGF1",1
"39926","STAT6","CD4",1
"39927","STAT6","CD86",1
"39928","STAT6","CCR8",1
"39929","STAT6","CCR4",1
"39930","STAT6","TNFSF13",1
"39931","STAT6","PDCD1LG2",1
"39932","STAT6","TNFRSF11B",1
"39933","STAT6","SERPINB4",1
"39934","STAT6","TNFRSF8",1
"39935","STAT6","SLC6A3",1
"39936","STAT6","SERPINB3",1
"39937","TAF1","HLA-A",1
"39938","TAF1","DRD2",-1
"39939","TAF1","CDKN1B",1
"39940","TAL1","CD4",-1
"39941","TAL1","STIL",1
"39942","TAL1","HEY2",1
"39943","TBP","USF1",1
"39944","TBP","TFRC",1
"39945","TBP","IBSP",-1
"39946","TBP","LRP2",1
"39947","TBX1","FGF10",1
"39948","TBX1","TLX1",1
"39949","TBX1","SOX9",1
"39950","TBX2","SRF",1
"39951","TBX3","SP7",-1
"39952","TBX3","ONECUT1",-1
"39953","TBX3","HNF1B",-1
"39954","TBX3","BGLAP",-1
"39955","TBX3","IBSP",-1
"39956","TBX3","RUNX2",-1
"39957","TBX5","SALL4",1
"39958","TBX5","SHOX2",1
"39959","TCF15","PAX3",1
"39960","TCF15","MKX",1
"39961","TCF15","NKX3-1",1
"39962","TCF15","NKX3-2",1
"39963","TCF3","CR1",1
"39964","TCF3","MYOG",1
"39965","TCF3","TBX3",-1
"39966","TCF3","ESRRB",-1
"39967","TCF3","TLE2",1
"39968","TCF3","TCL1A",-1
"39969","TCF4","CDX2",1
"39970","TCF4","CLDN7",-1
"39971","TCF4","APC",1
"39972","TCF4","ENC1",1
"39973","TCF4","CDH1",1
"39974","TCF4","BAMBI",-1
"39975","TCF4","LEP",1
"39976","TCF4","CLDN2",1
"39977","TCF4","CFTR",1
"39978","TCF4","IL2RA",-1
"39979","TCF4","TF",1
"39980","TCF4","SF1",1
"39981","TCF4","CD24",1
"39982","TCF4","SRSF3",1
"39983","TCF4","GLCE",1
"39984","TCF4","SNCG",1
"39985","TCF4","BEST1",1
"39986","TCF4","ID2",-1
"39987","TCF7L2","GCG",1
"39988","TEAD1","CSH2",-1
"39989","TEAD1","CCL5",1
"39990","TEAD2","PAX3",1
"39991","TEAD4","CDX2",1
"39992","TEAD4","MYH7",1
"39993","TEAD4","PPP1CB",1
"39994","TEF","LMO2",1
"39995","TFAM","ACADM",1
"39996","TFAM","UCP1",1
"39997","TFAP2A","OPRD1",1
"39998","TFAP2A","COL2A1",-1
"39999","TFAP2A","GNRH1",1
"40000","TFAP2A","SOX9",1
"40001","TFAP2A","SOD1",1
"40002","TFAP2A","COL10A1",-1
"40003","TFAP2B","MMP2",1
"40004","TFAP2C","RERG",1
"40005","TFAP2C","TFF1",1
"40006","TFAP2C","MYB",1
"40007","TFCP2","SAA1",1
"40008","TFCP2","GART",1
"40009","TFCP2","CYP2F1",1
"40010","TFDP2","PCNA",1
"40011","TFDP2","RFC3",1
"40012","TFE3","TYR",1
"40013","TFE3","SP1",1
"40014","TGIF1","ACTG2",-1
"40015","TGIF1","NODAL",1
"40016","TGIF1","ELN",-1
"40017","THRA","THRB",-1
"40018","THRA","SLC4A1",-1
"40019","THRA","SLC6A1",1
"40020","THRA","ABCD2",1
"40021","THRA","MGP",1
"40022","THRA","NTRK2",1
"40023","THRA","PDE3A",-1
"40024","THRA","PCNA",-1
"40025","THRA","HOXD1",-1
"40026","THRA","NR3C1",1
"40027","THRA","RARB",-1
"40028","THRA","FN1",1
"40029","THRA","NOX1",-1
"40030","THRB","HIF1A",1
"40031","THRB","UCP1",1
"40032","THRB","OPN1MW",1
"40033","THRB","CREB1",-1
"40034","THRB","FN1",1
"40035","THRB","PTGDS",1
"40036","THRB","PIAS3",1
"40037","THRB","LDLR",1
"40038","THRB","APOC2",1
"40039","THRB","PFKP",1
"40040","THRB","SLC2A1",1
"40041","TLX1","GDNF",1
"40042","TLX1","CHEK1",-1
"40043","TP53","TNFRSF1A",1
"40044","TP53","FNBP4",1
"40045","TP53","EPHB4",-1
"40046","TP53","RCHY1",1
"40047","TP53","BCL2L11",-1
"40048","TP53","HSPA1A",-1
"40049","TP53","ZMAT3",1
"40050","TP53","TTK",-1
"40051","TP53","VRK1",-1
"40052","TP53","WT1",1
"40053","TP53","ICAM1",1
"40054","TP53","BNIP3L",1
"40055","TP53","RPRM",1
"40056","TP53","UNC5B",1
"40057","TP53","NFKBIA",1
"40058","TP53","E4F1",1
"40059","TP53","STEAP3",1
"40060","TP53","BMP7",1
"40061","TP53","PYCR1",1
"40062","TP53","ECT2",-1
"40063","TP53","SP7",-1
"40064","TP53","DDIT4",1
"40065","TP53","PTGDS",-1
"40066","TP53","ADCYAP1R1",1
"40067","TP53","ASAH1",1
"40068","TP53","SMPD4",-1
"40069","TP53","BMP4",1
"40070","TP53","RNF144B",1
"40071","TP53","GLIPR1",1
"40072","TP53","CLU",1
"40073","TP53","CCN1",1
"40074","TP53","IL15",1
"40075","TP53","ADAMTSL1",1
"40076","TP53","POLL",1
"40077","TP53","NR2C1",-1
"40078","TP53","MMP7",1
"40079","TP53","KITLG",1
"40080","TP53","GSTA1",-1
"40081","TP53","KIT",1
"40082","TP53","PCBP4",1
"40083","TP53","CYP1A1",1
"40084","TP53","THRA",1
"40085","TP53","ABI3BP",1
"40086","TP53","KRT10",-1
"40087","TP53","HLA-A",1
"40088","TP53","IGHM",1
"40089","TP53","NEDD1",1
"40090","TP53","KIF2C",-1
"40091","TP53","HMMR",-1
"40092","TP53","BMP2",1
"40093","TP53","PRDM2",-1
"40094","TP53","P2RX6",1
"40095","TP53","FOXP3",1
"40096","TP53","KRT19",-1
"40097","TP53","CXADR",-1
"40098","TP53","E2F5",-1
"40099","TP53","SLC29A1",1
"40100","TP53","CALD1",1
"40101","TP53","CTSK",1
"40102","TP53","TRPM1",-1
"40103","TP53","CHMP4C",1
"40104","TP53","MDK",1
"40105","TP53","B2M",1
"40106","TP53","TGM1",-1
"40107","TP53","TUBG1",-1
"40108","TP53","SMPD1",1
"40109","TP53","RBMX",1
"40110","TP53","FLG",-1
"40111","TP53","COL4A3",1
"40112","TP53","EGR2",1
"40113","TP53","HDAC2",1
"40114","TP53","TP53TG3",1
"40115","TP53","ENAH",-1
"40116","TP73","RRM2B",1
"40117","TP73","TP53I3",1
"40118","TP73","FGF2",1
"40119","TP73","PDGFB",1
"40120","TP73","BID",1
"40121","TP73","FOSL1",1
"40122","TP73","STMN1",-1
"40123","TP73","HSF1",1
"40124","TP73","NCAM1",1
"40125","TP73","PLPP1",1
"40126","TP73","IRF5",1
"40127","TP73","KCNQ1",1
"40128","TRERF1","CCR5",-1
"40129","TRPS1","CCND1",1
"40130","TRPS1","EXT1",1
"40131","TWIST1","ACAN",-1
"40132","TWIST1","COL2A1",-1
"40133","TWIST1","EPHA4",1
"40134","TWIST1","TBX20",1
"40135","TWIST1","CDH11",1
"40136","TWIST1","VEGFA",1
"40137","TWIST2","RELA",-1
"40138","UBP1","CYP2A6",1
"40139","USF1","HAMP",1
"40140","USF1","LIPE",1
"40141","USF1","TFAP4",1
"40142","USF1","SFTPA1",1
"40143","USF1","OSCAR",1
"40144","USF2","REN",1
"40145","USF2","THRSP",1
"40146","USF2","PPARA",1
"40147","VAX1","PAX6",-1
"40148","VAX2","PAX6",-1
"40149","VAX2","ALDH1A3",1
"40150","VDR","IVL",1
"40151","VDR","PPARD",1
"40152","VDR","BRCA1",1
"40153","VDR","TNFRSF11B",1
"40154","VDR","PTEN",1
"40155","VDR","IER3",1
"40156","VDR","AGT",-1
"40157","VDR","PLCG1",1
"40158","VDR","MYC",-1
"40159","VDR","CCL2",1
"40160","VDR","TSLP",1
"40161","VDR","HSP90AB1",-1
"40162","VDR","AGTR1",-1
"40163","VDR","GZMA",1
"40164","VDR","SLC46A1",1
"40165","VDR","FOLH1",-1
"40166","VDR","KL",1
"40167","VDR","CCR10",1
"40168","VDR","ARG1",1
"40169","VDR","HDAC3",1
"40170","VDR","HRH1",1
"40171","VDR","ATP6AP2",-1
"40172","VDR","LRP5",1
"40173","VDR","DEFB4B",1
"40174","WT1","NES",1
"40175","WT1","SNURF",1
"40176","WT1","FASN",-1
"40177","WT1","ITGA4",1
"40178","WT1","FGF8",1
"40179","WT1","CNOT9",1
"40180","WT1","ZYX",-1
"40181","WT1","GNAI1",-1
"40182","WT1","MDM2",-1
"40183","XBP1","IGF1",1
"40184","YBX1","ACTB",1
"40185","YBX1","CSF2",-1
"40186","YBX1","COL1A1",-1
"40187","YBX3","VEGFC",-1
"40188","YBX3","VEGFA",-1
"40189","YY1","CREB1",-1
"40190","YY1","CD4",-1
"40191","YY1","HBG1",1
"40192","YY1","CEBPD",1
"40193","YY1","ATP5F1A",1
"40194","YY1","DNM1",1
"40195","YY1","TLN2",-1
"40196","YY1","HOXD4",-1
"40197","ZBED1","SSBP1",1
"40198","ZBED1","EIF4A1",1
"40199","ZBTB16","RUNX2",1
"40200","ZBTB16","COL1A1",1
"40201","ZBTB16","BGLAP",-1
"40202","ZBTB17","ESR1",-1
"40203","ZBTB17","CD44",1
"40204","ZBTB17","TFF1",-1
"40205","ZBTB17","EFNB2",1
"40206","ZBTB18","MAP2",1
"40207","ZBTB32","BGLAP",1
"40208","ZBTB32","RUNX2",1
"40209","ZBTB38","TH",1
"40210","ZBTB7A","SREBF1",1
"40211","ZBTB7A","SELE",1
"40212","ZBTB7B","COL2A1",1
"40213","ZEB1","IHH",-1
"40214","ZEB1","ATP1A1",1
"40215","ZEB1","COL1A1",-1
"40216","ZEB1","CDK2",1
"40217","ZEB1","CDK4",1
"40218","ZEB1","GJA1",-1
"40219","ZEB2","ALPL",-1
"40220","ZEB2","FN1",1
"40221","ZFAT","GATA1",1
"40222","ZFAT","TAL1",1
"40223","ZFHX3","NEUROD1",1
"40224","ZFHX3","MYOD1",-1
"40225","ZFHX3","MYOG",-1
"40226","ZFHX3","NES",-1
"40227","ZFHX3","CCND1",-1
"40228","ZFPM1","NFE2",1
"40229","ZFPM2","ATP2A2",-1
"40230","ZFPM2","SOX9",1
"40231","ZHX2","GPC3",-1
"40232","ZIC1","CYP26A1",1
"40233","ZIC1","WNT8B",1
"40234","ZIC1","WNT4",1
"40235","ZIC1","WNT1",1
"40236","ZIC1","ABHD14A",1
"40237","ZKSCAN4","EP300",-1
"40238","ZKSCAN4","MDM2",-1
"40239","ZNF143","FBXW7",1
"40240","ZNF143","PTGS2",-1
"40241","ZNF143","NOS2",-1
"40242","ZNF148","ENO3",-1
"40243","ZNF202","ABCG1",-1
"40244","ZNF219","COL11A2",1
"40245","ZNF219","ACAN",1
"40246","ZNF224","SLC25A1",1
"40247","ZNF260","GATA4",1
"40248","ZNF274","DHCR7",1
"40249","ZNF274","HMGCR",1
"40250","ZNF32","MYOD1",-1
"40251","ZNF32","MYOG",-1
"40252","ZNF335","HOXA1",1
"40253","ZNF335","SOX9",1
"40254","ZNF350","MMP9",1
"40255","ZNF354C","RUNX2",1
"40256","ZNF384","RUNX2",-1
"40257","ZNF423","PPARG",1
"40258","ZNF521","CCND1",-1
"40259","ZNF521","BCL2",-1
"40260","ZNF76","TBP",-1
"40261","ZNF76","TCP11",1
"40262","ZSCAN10","NANOG",1
"40263","ZSCAN21","SNCA",1
"40264","CREB1","ASAH1",1
"40265","CREB1","HLA-E",1
"40266","CREB1","LTB",1
"40267","CREB1","PTPA",1
"40268","CREB1","PPP3CA",1
"40269","GATA4","CALCA",1
"40270","E2F1","CAV1",1
"40271","MEF2A","BARX2",1
"40272","MEF2A","MYH4",1
"40273","HIF1A","FASN",1
"40274","CEBPB","CPS1",1
"40275","TP53","TP53I11",1
"40276","NR1H3","APOA5",1
"40277","NR1H3","FOS",1
"40278","NR1H3","ELOVL1",1
"40279","NR1H3","ELOVL6",1
"40280","NR1H3","PNPLA3",1
"40281","NR1H3","F3",-1
"40282","STAT3","ADAMTS13",1
"40283","STAT3","MYB",-1
"40284","STAT3","MXD1",1
"40285","KLF9","CYP11A1",-1
"40286","NFE2L2","PRX",1
"40287","NFE2L2","LTB4R",-1
"40288","NFE2L2","PLA2G4A",-1
"40289","JUN","ACTG1",1
"40290","JUN","TNFRSF10B",1
"40291","JUN","CCR5",1
"40292","JUN","TCIRG1",1
"40293","JUN","CDH1",1
"40294","JUN","GNLY",1
"40295","JUN","SLC38A1",1
"40296","JUN","C5",1
"40297","JUN","SPATA12",1
"40298","JUN","MAP2K6",1
"40299","JUN","TNFRSF9",1
"40300","JUN","SLC1A3",1
"40301","JUN","NOXO1",1
"40302","JUN","IL21R",1
"40303","JUN","TREX1",1
"40304","JUN","MYL9",1
"40305","JUN","HMBS",1
"40306","JUN","TFF3",1
"40307","JUN","ERCC1",1
"40308","JUN","CPS1",-1
"40309","JUN","HGF",1
"40310","JUN","LAMC2",1
"40311","JUN","BIRC3",1
"40312","JUN","FGFBP1",1
"40313","JUN","CXCL1",1
"40314","JUN","SLC7A11",1
"40315","JUN","WEE1",1
"40316","JUN","LPL",1
"40317","JUN","PSEN2",1
"40318","JUN","SAT1",1
"40319","JUN","UPP1",1
"40320","JUN","TNFRSF8",1
"40321","JUN","DIO3",1
"40322","JUN","MSH2",1
"40323","JUN","GPRC5A",1
"40324","JUN","CYP4B1",1
"40325","JUN","DEFB4B",1
"40326","JUN","REG3A",1
"40327","JUN","MUC5AC",1
"40328","JUN","NFATC4",1
"40329","JUN","CXCR4",1
"40330","JUN","CALCB",1
"40331","JUN","DNAJB4",1
"40332","JUN","OSM",1
"40333","JUN","SNAP25",1
"40334","JUN","AGT",1
"40335","JUN","KLF16",1
"40336","JUN","LOXL4",1
"40337","JUN","SOD1",1
"40338","JUN","NOX1",1
"40339","JUN","AKR1B10",1
"40340","JUN","VCAN",1
"40341","JUN","OLR1",1
"40342","JUN","RAC2",1
"40343","JUN","BBC3",1
"40344","JUN","XYLT1",1
"40345","JUN","MCL1",1
"40346","JUN","CD320",1
"40347","JUN","TSLP",1
"40348","JUN","PHEX",1
"40349","JUN","WNK4",1
"40350","JUN","TLR10",1
"40351","JUN","ENPP1",-1
"40352","JUN","RGS4",1
"40353","JUN","F2R",1
"40354","JUN","CLDN2",1
"40355","JUN","S100A2",1
"40356","JUN","ENPP2",1
"40357","JUN","FASN",1
"40358","JUN","RASSF10",1
"40359","JUN","SERPINB3",1
"40360","JUN","PRKDC",1
"40361","JUN","CRABP1",1
"40362","JUN","RB1",1
"40363","JUN","LAMB1",1
"40364","JUN","KLK6",1
"40365","JUN","FOXP3",1
"40366","JUN","POU1F1",1
"40367","JUN","STAT3",1
"40368","JUN","FSHR",1
"40369","JUN","CASP14",1
"40370","AR","MAPT",1
"40371","AR","GLCCI1",1
"40372","KLF10","GSTP1",-1
"40373","RELA","HNF4A",-1
"40374","SRF","MYH1",1
"40375","SRF","NR1I3",1
"40376","SRF","SNCA",1
"40377","SRF","TPM2",1
"40378","SRF","PPP3CA",1
"40379","PGR","SERPINB5",1
"40380","SPI1","FZD4",1
"40381","SPI1","BLNK",1
"40382","EGR1","ADAMTS13",1
"40383","FOS","SERPINB5",1
"40384","FOS","RELB",1
"40385","FOS","MYH6",-1
"40386","PAX5","BACH2",1
"40387","MYB","CLU",1
"40388","MYB","SNAI2",1
"40389","ETS1","ALG12",1
"40390","ETS1","F3",1
"40391","GATA3","SMARCA2",1
"40392","GATA3","RUNX3",-1
"40393","MYC","ITGA3",1
"40394","SP1","ADAMTS13",1
"40395","SP1","HDAC7",1
"40396","SP1","PECAM1",1
"40397","SP1","PTPA",1
"40398","SP1","CDK5",1
"40399","FOXM1","FOXM1",1
"40400","FOXM1","MMP7",1
"40401","FOXM1","RHOC",1
"40402","FOXM1","SNAI2",1
"40403","FOXM1","PLAUR",1
"40404","SP3","PTPA",1
"40405","SP3","IVL",1
"40406","SP3","CDK5",1
"40407","FOXO3","ANG",1
"40408","FOXO3","TWIST1",-1
"40409","FOXO3","YBX1",-1
"40410","HNF4A","FASN",1
"40411","IKZF1","SGCG",1
"40412","SMAD3","DSG4",1
"40413","SMAD3","HOXD11",1
"40414","SMAD3","MSTN",1
"40415","E2F6","SMC1B",1
"40416","TWIST1","FGF10",1
"40417","ETS2","THBS1",-1
"40418","PPARG","TGFBRAP1",1
"40419","PPARG","CYP7A1",1
"40420","PPARG","HPSE",1
"40421","PPARG","TIMP3",1
"40422","USF1","PDLIM7",1
"40423","POU2F1","PECAM1",1
"40424","ESR1","DDIT3",1
"40425","MITF","PTGS2",1
"40426","STAT5A","FASN",-1
"40427","SMAD2","DSG4",1
"40428","SMAD2","DAP",1
"40429","SMAD2","HAVCR2",1
"40430","SMAD2","CDX2",-1
"40431","SMAD2","TGFBR1",1
"40432","TCF3","HPN",1
"40433","TCF3","NFE2",1
"40434","TCF3","CNN1",1
"40435","KLF5","E2F3",1
"40436","NR3C1","GLCCI1",1
"40437","CEBPZ","PDLIM7",1
"40438","CEBPZ","COL5A3",1
"40439","CEBPZ","CP",1
"40440","CEBPZ","FAS",1
"40441","CTCF","SLC13A2",1
"40442","TFAP2A","SLC13A2",-1
"40443","TFAP2A","PTPA",1
"40444","MYCN","GATA1",1
"40445","MYCN","LMO2",1
"40446","MYCN","SPI1",1
"40447","SMAD4","DPYSL2",-1
"40448","SMAD4","PROM1",1
"40449","ZEB1","SERPINB5",1
"40450","ZEB1","SERPINE1",-1
"40451","ZEB1","CDKN2A",-1
"40452","ZEB1","LLGL2",-1
"40453","GATA1","NR0B2",1
"40454","GATA1","SLC26A3",1
"40455","PPARA","SLC40A1",1
"40456","PPARA","PLPP1",1
"40457","FOXC1","TFAM",1
"40458","FOXC1","NOTCH1",1
"40459","FOXC1","CDH1",-1
"40460","POU5F1","JADE1",1
"40461","POU5F1","SP5",1
"40462","POU5F1","TOR1AIP2",1
"40463","POU5F1","CNTF",1
"40464","POU5F1","TYR",-1
"40465","POU5F1","EED",1
"40466","NR2F2","HBB",-1
"40467","TP63","PMAIP1",1
"40468","CEBPA","SMARCA2",1
"40469","SNAI2","SOX6",1
"40470","SNAI2","SOX5",-1
"40471","ATF4","SLC7A11",1
"40472","CLOCK","TXNRD1",1
"40473","CLOCK","F3",1
"40474","RUNX2","GPC1",1
"40475","RUNX2","VCAN",1
"40476","RUNX2","CLC",1
"40477","RUNX2","SLPI",1
"40478","RUNX2","ATF6",1
"40479","RUNX2","MPO",-1
"40480","SOX17","NBN",-1
"40481","SOX17","AXIN2",-1
"40482","ZNF331","DSTN",-1
"40483","ZNF331","STAM",-1
"40484","ZNF331","UQCRFS1",-1
"40485","ZNF331","SET",-1
"40486","ZNF331","ACTR3",-1
"40487","ZNF331","SSBP1",1
"40488","ZNF331","BAX",1
"40489","ZNF331","BBC3",1
"40490","ZNF331","PMAIP1",1
"40491","RXRA","MPO",1
"40492","RXRA","NPC1L1",1
"40493","RXRA","PCK1",1
"40494","RXRA","CYP19A1",1
"40495","RXRA","MTTP",1
"40496","RXRA","CAT",1
"40497","RXRA","FGF21",1
"40498","RXRA","KLK15",1
"40499","RXRA","TRIB3",1
"40500","RXRA","UCP1",1
"40501","RXRA","UCP3",1
"40502","RXRA","HMGCS2",1
"40503","RXRA","POU5F1",1
"40504","KLF4","F3",-1
"40505","KLF4","CYP11A1",-1
"40506","KLF4","LDLR",-1
"40507","KLF4","STAR",-1
"40508","KLF4","ALPL",1
"40509","KLF4","BIRC3",1
"40510","KLF4","SLC46A1",1
"40511","SNAI1","BRCA1",-1
"40512","FOXO1","ANG",1
"40513","FOXO1","CEBPB",1
"40514","NR0B2","POU2F1",1
"40515","NR0B2","SERPINE2",1
"40516","NR0B2","DHFR",-1
"40517","NR0B2","MYC",-1
"40518","NR1H2","F3",-1
"40519","NR1I2","MCAM",1
"40520","NR1I2","CCND1",1
"40521","NR1I2","HMOX1",1
"40522","NR1I2","KDR",1
"40523","NR1I2","PPARG",1
"40524","NFE2","ASIP",1
"40525","RUNX3","GZMB",1
"40526","RUNX3","PRF1",1
"40527","YY1","SERPINB5",-1
"40528","YY1","COX5B",1
"40529","YY1","ITGB1",1
"40530","YY1","ACTA1",1
"40531","YY1","ITGA3",1
"40532","YY1","MT-ATP6",1
"40533","YY1","GYPA",1
"40534","YY1","IRF2BPL",-1
"40535","YY1","CDKN2C",1
"40536","SOX11","TEAD2",1
"40537","SREBF1","PIK3R1",1
"40538","SREBF1","FLNA",1
"40539","ESR2","BIRC5",-1
"40540","ZEB2","CCND1",-1
"40541","ZEB2","CLDN4",-1
"40542","RARA","BCL2",-1
"40543","STAT1","IRF9",1
"40544","IRF9","STAT1",1
"40545","NR1H4","SLC7A7",1
"40546","SOX9","MAPK1",1
"40547","GATA2","NFE2",1
"40548","PAX6","ETV1",1
"40549","MXD1","PDLIM7",-1
"40550","IRF7","PMAIP1",1
"40551","CREBZF","FASN",1
"40552","CREBZF","NR1H3",1
"40553","NR5A2","INHA",1
"40554","NR5A2","NOS1",1
"40555","NR5A2","FASN",1
"40556","CEBPD","LEP",1
"40557","THRA","CYP27B1",1
"40558","THRA","RXRB",1
"40559","ESRRA","SFTPA1",1
"40560","ESRRA","PCK2",-1
"40561","ESRRA","RUNX2",1
"40562","PPARD","HMOX1",1
"40563","NR2C1","AGT",1
"40564","NKX2-2","PPY",1
"40565","FOXA1","SLC13A2",1
"40566","FOXA1","ELF3",-1
"40567","FOXA1","PPARG",-1
"40568","CUX1","IRF2BPL",-1
"40569","CUX1","SNAI1",1
"40570","ELK1","ADAMTS13",1
"40571","ELK1","NR1I3",1
"40572","ELK1","APOA1",-1
"40573","ELK1","PRKCI",1
"40574","PBX1","CYBB",1
"40575","NR4A1","CCNE1",1
"40576","TCF7L2","COPS5",1
"40577","TCF7L2","VEGFA",1
"40578","TCF7L2","SKP2",1
"40579","TCF7L2","AKT2",1
"40580","TCF7L2","SMC2",1
"40581","TCF7L2","ABCD2",1
"40582","TCF7L2","GAST",1
"40583","TCF7L2","LEP",1
"40584","TCF7L2","CDKN2A",1
"40585","TCF7L2","ZEB1",1
"40586","TCF7L2","YAP1",1
"40587","TCF7L2","CLDN1",1
"40588","TCF7L2","AXIN1",1
"40589","TCF7L2","TERT",1
"40590","TCF7L2","BMP2",1
"40591","TCF7L2","CLDN7",-1
"40592","TCF7L2","CD24",-1
"40593","TCF7L2","IHH",-1
"40594","TCF7L2","JUN",1
"40595","TCF7L2","ZBP1",1
"40596","TCF7L2","HPGD",1
"40597","TCF7L2","CCN1",1
"40598","TCF7L2","SLC7A11",1
"40599","NKX2-5","CALCA",1
"40600","SMAD1","CSF1",1
"40601","NANOG","RLIM",1
"40602","NANOG","E2F1",1
"40603","NANOG","LYN",1
"40604","NANOG","SMARCC1",1
"40605","NANOG","ATF3",1
"40606","NANOG","BCL6",1
"40607","NANOG","CCND2",1
"40608","NANOG","CCND3",1
"40609","NANOG","CCNE1",1
"40610","NANOG","CDK1",1
"40611","NANOG","CUL3",1
"40612","NANOG","JDP2",1
"40613","MEF2C","FOS",1
"40614","MEF2C","CSRP3",1
"40615","XBP1","FASN",1
"40616","ZBTB7A","MIA",-1
"40617","HSF2","CDK5R1",1
"40618","TFAP4","BGLAP",1
"40619","TFAP4","CLDN1",1
"40620","TFAP4","CLDN4",1
"40621","TFAP4","CLDN7",1
"40622","TFAP4","SNAI1",1
"40623","TFAP4","VIM",1
"40624","NFATC1","MYC",1
"40625","NR2C2","NANOG",1
"40626","USF2","MT-ATP6",1
"40627","USF2","ALB",1
"40628","USF2","CEBPA",1
"40629","USF2","FASN",1
"40630","ATF3","CAV1",1
"40631","ELK4","CCT8",1
"40632","MSX1","TAGLN",1
"40633","LEF1","CCNA1",1
"40634","LEF1","FGF18",1
"40635","ID1","ALPL",-1
"40636","NKX2-1","MUC5B",-1
"40637","NKX2-1","IRF2BPL",1
"40638","ID2","CD8A",1
"40639","ID2","ALPL",-1
"40640","ID3","ALPL",-1
"40641","ONECUT1","TGFA",1
"40642","TAL1","TRIB2",1
"40643","TAL1","GFI1",1
"40644","MEIS1","CYBB",-1
"40645","NFYA","HLA-E",1
"40646","NFYA","SLC13A4",1
"40647","NFYA","SQLE",1
"40648","NFYA","ACLY",1
"40649","NFYA","SCD",1
"40650","NFYA","SCD5",1
"40651","NFYA","FSHB",1
"40652","NFYA","MAP2K3",1
"40653","NFYA","PIWIL1",1
"40654","IRF3","PMAIP1",1
"40655","SMAD5","CSF1",1
"40656","SMAD5","PPARG",1
"40657","SMAD5","PDGFA",-1
"40658","ZNF8","BMP1",-1
"40659","THRB","PKD1",1
"40660","THRB","CYP27B1",1
"40661","THRB","ACACA",1
"40662","NR2F1","MDM2",1
"40663","NR2F1","FSHR",-1
"40664","TCF7","CCND1",1
"40665","BHLHE40","SREBF1",1
"40666","NR0B1","CCND1",-1
"40667","SKIL","SKIL",-1
"40668","ERG","MMP1",1
"40669","ERG","SNAI2",1
"40670","ERG","GATA2",1
"40671","EBF1","GFI1",1
"40672","EBF1","CHGA",1
"40673","NFATC4","TFF1",1
"40674","FOSL2","PPARG",-1
"40675","FOSL2","DBH",1
"40676","FOSL2","TH",1
"40677","FOSL2","SPRR1B",1
"40678","FOSL2","RELB",1
"40679","FOSL2","LIF",1
"40680","FOSL2","ITGAX",1
"40681","FOSL2","FGF2",1
"40682","FOSL2","LAMA3",1
"40683","FOSL2","BGLAP",1
"40684","FOSL2","CYP11B1",1
"40685","FOSL2","GJA1",1
"40686","FOSL2","ABCA1",-1
"40687","ERF","ERF",1
"40688","TCF21","CNN1",1
"40689","ZSCAN10","ZSCAN10",1
"40690","ESRRB","BRCA2",-1
"40691","TGIF1","TGFB1",1
"40692","RXRB","ICAM1",1
"40693","BARX2","ACTA2",1
"40694","RREB1","CCK",1
"40695","CTBP2","AGT",-1
"40696","CTBP2","RETN",-1
"40697","ZFP42","CCNB2",1
"40698","NFATC3","FOS",1
"40699","NFATC3","JUN",1
"40700","TEAD2","ME1",1
"40701","MSX2","GPNMB",1
"40702","MSX2","SP7",1
