"","Androgen","EGFR","Estrogen","Hypoxia","JAK-STAT","MAPK","NFkB","PI3K","TGFb","TNFa","Trail","VEGF","WNT","p53"
"SAM7114d99032ec",-0.581142540876176,-0.155391600114733,-0.762705402958284,-0.407963481208628,-1.08105046917296,-0.81421635702499,-1.07206152269833,-0.0973440044623222,0.653611317974781,-0.23384371217944,-0.187540423881804,-0.634043748926889,0.159463736989734,0.648048698110139
"SAMdb3f50c9129c",6.99815721495907,-0.931516211375677,1.55604597064627,-1.08977331206055,-1.27514819289926,-0.650521058957696,0.555357770734437,-0.576583046303809,-0.326444191638983,-2.42175675874678,-0.360268482216101,-2.99913893020942,-2.47395490983222,-0.700914416590913
"SAMbf1a3ae828e6",0.694602673126092,-0.383344942849057,-0.0795236164759645,-0.718739708594452,-0.0191029736735187,-0.948918701823261,-0.262364812798067,-0.29505497700518,0.782963092054821,-0.296738066447555,0.9658244649222,-1.61702999113896,0.402600669172809,-0.461282377278765
"SAM52e3fa3ad574",0.609146922469911,-1.06843241330114,-0.23066695756241,-1.53241445193402,0.189921363295843,-0.436417405799348,1.69934493229085,-1.62131975685119,-1.49236101692382,-1.34849403083579,2.56112145262707,0.63388141827145,0.767005819420626,0.194570065379541
"SAMd4c0837b0997",0.938042221601647,-0.44240099102166,0.290659861150064,-0.308841702981347,0.420067174304487,2.1341712057822,0.0464187560125767,0.519329950621178,-0.43944242854162,-0.450354621883832,-0.899713184722011,-0.332052362843023,0.0514649251006416,-1.04476662571023
"SAM9cafb905b36a",0.201270964857084,0.211090148619657,1.73411609743114,-0.109131035356724,0.496255441505201,1.62357112504493,0.596933169096395,0.982460738260778,-0.198061714153298,-0.957222013655451,0.514038129826928,0.886587637703383,-1.98557786223436,-2.15143927110255
"SAM032c642382a7",-1.08451396319265,-0.205311303655519,0.184946110362131,-0.338606288998161,1.22424844171459,1.4642942507608,2.03501095224052,0.936652867980282,-0.30328783473852,-0.645555410510739,0.0695972872571929,1.30094009669225,0.196230019079669,-2.33009862150531
"SAM0ce9c983b20f",-0.301036399417986,1.23973241426472,1.14133954644264,1.58896091002755,0.144074211818924,0.283908649037491,0.508042579818761,0.77916784995042,1.00075684731867,0.354608915244579,0.750232069035693,-0.875331580526271,0.425456057437754,6.05436338156713e-05
"SAM2f228939632f",-0.433755730212433,0.91310250068663,0.975284861659857,0.213634166613705,0.525251860084578,-0.486770564076488,0.547588528403016,-0.59647170299356,1.22061916069192,0.114074896603541,0.985417445089445,-0.0477302528997346,-0.441359788747514,-0.721361603268134
"SAM297c0301e861",0.0861332512205958,-0.062589351233511,2.1686341621614,1.15777097195618,1.0938083582463,1.33605930519332,1.52027265698858,1.89096539556295,1.89877638269378,1.06543784006357,0.0368723549814424,-0.467749617524041,1.98517692340748,-1.27762669774304
